ticker,date,direction,confidence,risk,instrument,url,title,entry_date,exit_date,days_held,entry_px,exit_px,pnl,ret,exit_reason
AVGO,2026-04-13,bullish,0.75,4.0,stock,https://www.fool.com/investing/2026/04/13/im-not-buying-nvidia-right-now-these-2-growth-stoc/,I'm Not Buying Nvidia Right Now. These 2 Growth Stocks Are the Smarter AI Supercycle Play.,2026-04-14,2026-05-19,25,378.2779,411.07,900.37,0.0999,trailing_stop
BWXT,2026-04-26,bullish,0.7,5.0,stock,https://www.fool.com/investing/2026/04/26/oklo-is-interesting-but-this-nuclear-stock-is-a-be/,"Oklo Is Interesting, but This Nuclear Stock Is a Better Buy",2026-04-27,2026-05-19,16,223.253,197.33,-803.08,-0.117,trailing_stop
NVDA,2026-04-29,bullish,0.75,4.0,stock,https://www.fool.com/investing/2026/04/29/4-stocks-primed-to-benefit-from-the-7-trillion-dat/,4 Stocks Primed to Benefit From the $7 Trillion Data Center Build-Out,2026-04-30,2026-05-19,13,210.1399,220.61,655.41,0.0728,trailing_stop
VRT,2026-04-30,bullish,0.7,6.0,stock,https://www.fool.com/investing/2026/04/30/got-5000-3-growth-stocks-building-the-physical-bac/,"Got $5,000? 3 Growth Stocks Building the Physical Backbone of the AI Supercycle",2026-05-01,2026-05-19,12,330.9806,322.63,-149.89,-0.0262,trailing_stop
CVS,2026-04-22,bullish,0.75,4.0,stock,https://www.fool.com/investing/2026/04/22/is-cvs-health-the-ultimate-value-stock-to-buy-righ/,Is CVS Health the Ultimate Value Stock to Buy Right Now?,2026-04-23,2026-05-20,19,76.1761,93.28,1808.03,0.2007,trailing_stop
NXT,2026-04-29,bullish,0.7,5.0,stock,https://www.fool.com/investing/2026/04/29/the-best-x-renewable-energy-stocks-to-buy-and-hold/,The Best 2 Renewable Energy Stocks to Buy and Hold for Decades,2026-04-30,2026-05-20,14,116.6065,125.42,851.12,0.124,trailing_stop
TWLO,2026-04-24,bullish,0.75,6.0,stock,https://www.fool.com/investing/2026/04/24/predict-investors-rotate-out-tech-ai-growth/,Prediction: Investors Rotating Out of Tech Will Regret Missing This Artificial Intelligence (AI) Growth Stock,2026-04-27,2026-05-21,18,144.124,183.3,1863.3,0.2896,trailing_stop
WMT,2026-04-30,bullish,0.7,2.0,stock,https://www.fool.com/investing/2026/04/30/this-unstoppable-dividend-stock-could-be-the-only/,This Unstoppable Dividend Stock Could Be the Only Retailer I'd Hold Through the Next Market Crash.,2026-05-01,2026-05-21,14,132.0469,121.34,-844.3,-0.082,trailing_stop
GOOGL,2026-04-04,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/04/losing-700b-market-cap-alphabet-stock/,"After Losing $700 Billion in Market Cap, Is Alphabet Stock a Buy?",2026-04-06,2026-05-22,34,296.1659,382.97,2167.98,0.2369,trailing_stop
GOOGL,2026-04-09,bullish,0.75,3.0,stock,https://www.fool.com/investing/2026/04/09/buy-ai-stock-own-spacex-pre-ipo-hold-robotaxi-boom/,Buy This AI Stock to Own SpaceX Pre-IPO and Hold It Through the Robotaxi Boom,2026-04-10,2026-05-22,30,320.335,382.97,2127.98,0.2067,trailing_stop
GOOGL,2026-04-10,bullish,0.8,3.0,stock,https://www.fool.com/investing/2026/04/10/im-calling-it-alphabet-stock-is-a-buy-before-june/,I'm Calling It: Alphabet Stock Is a Buy Before June 2026,2026-04-13,2026-05-22,29,317.4521,382.97,2489.79,0.2176,trailing_stop
GOOGL,2026-04-12,bullish,0.75,3.0,stock,https://www.fool.com/investing/2026/04/12/the-only-artificial-intelligence-ai-stock-in-the-m/,"The Only Artificial Intelligence (AI) Stock in the ""Magnificent Seven"" That's Worth Buying After the Correction",2026-04-13,2026-05-22,29,317.4521,382.97,2240.81,0.2176,trailing_stop
GOOG,2026-04-11,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/11/the-smartest-growth-stocks-to-invest-1000-in-as-in/,"The Smartest Growth Stocks to Invest $1,000 in As Investors Rotate Out of Tech",2026-04-13,2026-05-22,29,315.7354,379.38,1959.95,0.2142,trailing_stop
UBER,2026-04-27,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/27/bill-ackman-portfolio-2-ai-stocks-soar-100-wall-st/,"Billionaire Bill Ackman Has 30% of His Portfolio in 2 AI Stocks. They Could Soar 50% and 100%, According to Wall Street Analysts",2026-04-28,2026-05-22,18,75.7757,71.82,-425.63,-0.0532,trailing_stop
PANW,2026-04-19,bullish,0.7,5.0,stock,https://www.fool.com/investing/2026/04/19/the-smartest-growth-stocks-to-buy-with-1000-before/,"The Smartest Growth Stocks to Buy With $1,000 Before the Nasdaq Heads Higher",2026-04-20,2026-05-27,26,167.172,248.47,2283.8,0.3327,trailing_stop
PM,2026-04-25,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/25/2-dividend-stocks-worth-buying-more-of-even-at-tod/,"2 Dividend Stocks Worth Buying More Of, Even At Today's Prices",2026-04-27,2026-05-28,22,163.213,178.57,1007.21,0.1101,trailing_stop
GOOGL,2026-04-16,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/16/if-you-only-buy-1-ai-stock-this-year-wall-street-s/,"If You Only Buy 1 AI Stock This Year, Wall Street Says Make It This One",2026-04-17,2026-06-01,30,337.9876,376.37,1105.14,0.1208,trailing_stop
GOOGL,2026-04-20,bullish,0.75,3.0,stock,https://www.fool.com/investing/2026/04/20/if-i-had-10000-to-put-into-ai-stocks-right-now-her/,"If I Had $10,000 to Put Into AI Stocks Right Now, Here's Exactly How I'd Invest It",2026-04-21,2026-06-01,28,338.0227,376.37,1242.08,0.1206,trailing_stop
GOOGL,2026-04-23,bullish,0.7,2.0,stock,https://www.fool.com/investing/2026/04/23/alphabet-has-a-massive-advantage-in-the-ai-race/,"Alphabet Has a Massive Advantage in the AI Race -- and No, It's Not Gemini",2026-04-24,2026-06-01,25,339.0637,376.37,1206.66,0.1172,trailing_stop
GOOGL,2026-04-26,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/26/morningstar-says-software-stocks-havent-been-this/,Morningstar Says Software Stocks Haven't Been This Undervalued In 3 Years. These 3 Look Like Good Deals.,2026-04-27,2026-06-01,24,346.326,376.37,890.12,0.0973,trailing_stop
GOOGL,2026-04-27,bullish,0.75,3.0,stock,https://www.fool.com/investing/2026/04/27/predict-alphabet-new-tpu-reason-buy-stock/,Prediction: Alphabet's New TPUs Are Another Reason to Buy the Stock,2026-04-28,2026-06-01,23,348.8986,376.37,1012.52,0.0983,trailing_stop
SFM,2026-04-30,bullish,0.7,5.0,stock,https://www.fool.com/investing/2026/04/30/why-sprouts-farmers-market-is-rocketing-higher-tod/,Why Sprouts Farmers Market Is Rocketing Higher Today,2026-05-01,2026-06-01,20,82.032,79.74,-198.45,-0.0289,trailing_stop
AMZN,2026-04-11,bullish,0.75,3.0,stock,https://www.fool.com/investing/2026/04/11/2-ai-stocks-i-dont-like-and-1-i-love/,2 AI Stocks I Don't Like (Including Palantir) and 1 I Love,2026-04-13,2026-06-02,35,237.6874,256.52,974.01,0.0946,trailing_stop
AAPL,2026-04-18,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/18/this-is-my-favorite-magnificent-seven-stock-headed/,"This Is My Favorite ""Magnificent Seven"" Stock Headed Into Earnings",2026-04-20,2026-06-02,30,270.6003,315.2,1382.76,0.1511,time_stop
LLY,2026-04-28,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/28/is-eli-lilly-stock-undervalued-at-870-1-top-wall-s/,Is Eli Lilly Stock Undervalued at $870? 1 Top Wall Street Analyst Thinks So,2026-04-29,2026-06-02,23,866.906,1064.15,1619.13,0.2022,trailing_stop
NFLX,2026-04-29,bullish,0.75,4.0,stock,https://www.fool.com/investing/2026/04/29/25-billion-reasons-to-buy-netflix-stock-right-now/,25 Billion Reasons to Buy Netflix Stock Right Now,2026-04-30,2026-06-02,22,91.4413,83.33,-807.36,-0.0896,trailing_stop
AXP,2026-04-12,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/12/better-warren-buffett-stock-american-express-visa/,Better Warren Buffett Stock: American Express vs. Visa,2026-04-13,2026-06-03,36,311.4912,300.57,-329.71,-0.036,trailing_stop
MSFT,2026-04-13,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/13/3-ai-stocks-that-are-way-cheaper-than-apple-right/,3 AI Stocks That Are Way Cheaper Than Apple Right Now,2026-04-14,2026-06-03,35,388.3029,427.34,1089.73,0.1191,trailing_stop
AMZN,2026-04-18,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/18/amazon-vs-walmart-this-isnt-even-close/,Amazon vs. Walmart: This Isn't Even Close,2026-04-20,2026-06-03,31,249.4392,250.02,12.14,0.0013,trailing_stop
AMZN,2026-04-21,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/21/the-great-rotation-made-these-the-best-ai-growth-s/,"The ""Great Rotation"" Made These the Best AI Growth Stock Bargains on the Nasdaq",2026-04-22,2026-06-03,29,252.6924,250.02,-105.85,-0.0116,trailing_stop
AMZN,2026-04-22,bullish,0.75,3.0,stock,https://www.fool.com/investing/2026/04/22/ranking-magnificent-seven-most-to-least-attractive/,"Ranking the ""Magnificent Seven"" From Most to Least Attractive, Based on Future Cash Flow",2026-04-23,2026-06-03,28,255.6454,250.02,-236.63,-0.023,trailing_stop
PANW,2026-04-22,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/22/these-3-growth-stocks-are-built-for-the-long-haul/,These 3 Growth Stocks Are Built for the Long Haul. Buy Them Now and Don't Look Back.,2026-04-23,2026-06-03,28,173.5434,280.43,3083.06,0.385,trailing_stop
AMZN,2026-04-25,bullish,0.75,3.0,stock,https://www.fool.com/investing/2026/04/25/nvidia-needs-to-watch-out-for-this-custom-chip-des/,Nvidia Needs to Watch Out for This Custom Chip Designer (Hint: It's Not Broadcom),2026-04-27,2026-06-03,26,263.7235,250.02,-544.76,-0.0529,trailing_stop
CRM,2026-04-26,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/26/morningstar-says-software-stocks-havent-been-this/,Morningstar Says Software Stocks Haven't Been This Undervalued In 3 Years. These 3 Look Like Good Deals.,2026-04-27,2026-06-03,26,178.4383,190.61,821.49,0.1026,trailing_stop
AVGO,2026-04-28,bullish,0.8,5.0,stock,https://www.fool.com/investing/2026/04/28/investors-should-buy-broadcoms-stock-before-everyt/,Investors Should Buy Broadcom's Stock Before Everything Changes,2026-04-29,2026-06-04,25,403.9035,418.91,600.33,0.07,trailing_stop
AVGO,2026-04-29,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/29/4-stocks-primed-to-benefit-from-the-7-trillion-dat/,4 Stocks Primed to Benefit From the $7 Trillion Data Center Build-Out,2026-04-30,2026-06-04,24,415.9355,418.91,450.93,0.0563,trailing_stop
TSM,2026-04-03,bullish,0.75,4.0,stock,https://www.fool.com/investing/2026/04/03/the-top-ai-semiconductor-stocks-to-buy-right-now/,The Top AI Semiconductor Stocks to Buy Right Now,2026-04-06,2026-06-05,43,340.0898,415.17,1777.73,0.1973,trailing_stop
TSM,2026-04-06,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/06/2-hypergrowth-ai-stocks-to-buy-in-the-current-sell/,2 Hypergrowth AI Stocks to Buy in the Current Sell-Off,2026-04-07,2026-06-05,42,339.7794,415.17,1588.96,0.1984,trailing_stop
TSM,2026-04-13,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/13/3-ai-stocks-that-are-way-cheaper-than-apple-right/,3 AI Stocks That Are Way Cheaper Than Apple Right Now,2026-04-14,2026-06-05,37,379.419,415.17,889.59,0.1111,trailing_stop
MSFT,2026-04-15,bullish,0.7,2.0,stock,https://www.fool.com/investing/2026/04/15/bargain-hunting-alert-these-3-blue-chip-stocks-are/,Bargain-Hunting Alert: These 3 Blue Chip Stocks Are Trading Near Their 52-Week Lows,2026-04-16,2026-06-05,35,420.2799,416.67,-98.64,-0.0096,trailing_stop
MSFT,2026-04-21,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/21/the-great-rotation-made-these-the-best-ai-growth-s/,"The ""Great Rotation"" Made These the Best AI Growth Stock Bargains on the Nasdaq",2026-04-22,2026-06-05,31,426.6112,416.67,-222.2,-0.0243,trailing_stop
TSM,2026-04-23,bullish,0.75,4.0,stock,https://www.fool.com/investing/2026/04/23/prediction-the-nasdaq-could-soar-to-30000-by-2027/,"Prediction: The Nasdaq Could Soar to 30,000 by 2027. These Are the Best Artificial Intelligence (AI) Growth Stocks to Own Until Then.",2026-04-24,2026-06-05,29,396.5361,415.17,652.38,0.0724,trailing_stop
MRVL,2026-04-25,bullish,0.7,7.0,stock,https://www.fool.com/investing/2026/04/25/alphabets-google-could-supercharge-this-artificial/,Alphabet's Google Could Supercharge This Artificial Intelligence (AI) Stock That Has Soared 78% in 2026. Here's Why You Should Buy It Hand Over Fist Before It Is Too Late.,2026-04-27,2026-06-05,28,162.2921,263.47,2204.81,0.4818,trailing_stop
